 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:  30. 5.    Time:  12: 0:52
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
    12733  0.5119900E+03  0.16450E+00    2    45718     4     1     T
    12738  0.5129900E+03  0.26400E+00    3    45736     4     1     T
    12761  0.5139900E+03  0.16450E+00    2    45782     4     1     T
    12766  0.5149900E+03  0.24750E+00    3    45796     4     1     T
    12789  0.5159900E+03  0.16450E+00    3    45847     4     1     T
    12812  0.5169900E+03  0.16450E+00    2    45893     4     1     T
    12835  0.5179900E+03  0.16450E+00    3    45942     4     1     T
    12858  0.5189900E+03  0.16450E+00    3    45994     4     1     T
    12881  0.5199900E+03  0.16450E+00    3    46042     4     1     T
    12904  0.5209900E+03  0.28199E+00    4    46094     4     1     T
    12928  0.5219900E+03  0.12337E+00    3    46150     4     1     T
    12951  0.5229900E+03  0.16450E+00    2    46197     4     1     T
    12974  0.5239900E+03  0.16450E+00    2    46244     4     1     T
    12997  0.5249900E+03  0.16450E+00    2    46291     4     1     T
    13020  0.5259900E+03  0.16450E+00    3    46338     4     1     T
    13043  0.5269900E+03  0.16450E+00    2    46384     4     1     T
    13088  0.5279900E+03  0.65358E-01    3    46549    -4     1     T
    13137  0.5289900E+03  0.52572E-01    5    46750    -4     1     T
    13188  0.5299900E+03  0.68709E-01    4    46940     4     1     T
    13211  0.5309900E+03  0.16450E+00    2    46986     4     1     T
    13234  0.5319900E+03  0.16450E+00    2    47033     4     1     T
    13257  0.5329900E+03  0.16450E+00    2    47079     4     1     T
    13362  0.5339900E+03  0.18898E-01    4    47535    -4     1     T
    13417  0.5349900E+03  0.29313E-01    4    47746    -4     1     T
    13455  0.5359900E+03  0.30616E-01    3    48024     4     1     T
    13507  0.5369900E+03  0.66464E-01    3    48234    -4     1     T
    13551  0.5379900E+03  0.62763E-01    5    48396    -4     1     T
    13700  0.5389900E+03  0.81253E-02    5    49091    -4     1     T
    13805  0.5399900E+03  0.19928E-01    5    49547    -4     1     T
    13845  0.5409900E+03  0.37807E-01    5    49719    -4     1     T
    13889  0.5419900E+03  0.41147E-01    5    50009     4     1     T
    13914  0.5429900E+03  0.10575E+00    4    50074     4     1     T
    14006  0.5439900E+03  0.33405E-01    4    50469    -4     1     T
    14044  0.5449900E+03  0.53331E-01    3    50736     4     1     T
    14076  0.5459900E+03  0.51560E-01    4    50836     4     1     T
    14100  0.5469900E+03  0.14593E+00    3    50891     4     1     T
    14123  0.5479900E+03  0.16450E+00    3    50942     4     1     T
    14146  0.5489900E+03  0.16450E+00    4    50994     4     1     T
    14169  0.5499900E+03  0.16450E+00    3    51045     4     1     T
    14192  0.5509900E+03  0.16450E+00    3    51094     4     1     T
    14325  0.5519900E+03  0.15053E-01    4    51759    -4     1     T
    14383  0.5529900E+03  0.48714E-01    4    51995     4     1     T
    14415  0.5539900E+03  0.51560E-01    3    52093     4     1     T
    14438  0.5549900E+03  0.16450E+00    2    52139     4     1     T
    14461  0.5559900E+03  0.16450E+00    2    52185     4     1     T
    14484  0.5569900E+03  0.16450E+00    2    52231     4     1     T
    14488  0.5579900E+03  0.37125E+00    3    52240     4     1     T
    14624  0.5589900E+03  0.13890E-01    4    52920    -4     1     T
    14688  0.5599900E+03  0.55197E-01    4    53181     4     1     T
    14717  0.5609900E+03  0.63844E-01    4    53266     4     1     T
    14742  0.5619900E+03  0.16131E+00    3    53327     4     1     T
    14765  0.5629900E+03  0.16450E+00    2    53374     4     1     T
    14770  0.5639900E+03  0.24750E+00    3    53389     4     1     T
    14966  0.5649900E+03  0.80196E-02    5    54368    -4     1     T
    15025  0.5659900E+03  0.41048E-01    6    54632    -4     1     T
    15061  0.5669900E+03  0.96467E-01    5    54981     4     1     T
    15226  0.5679900E+03  0.11844E-01    5    55757    -4     1     T
    15315  0.5689900E+03  0.27843E-01    4    56132    -4     1     T
    15366  0.5699900E+03  0.59372E-01    3    56333     4     1     T
    15452  0.5709900E+03  0.38586E-01    4    56701    -4     1     T
    15489  0.5719900E+03  0.46181E-01    4    56965     4     1     T
    15501  0.5729900E+03  0.10190E+00    4    57011     4     1     T
    15652  0.5739900E+03  0.11513E-01    5    57702    -4     1     T
    15722  0.5749900E+03  0.31402E-01    5    57987    -4     1     T
    15762  0.5759900E+03  0.11552E+00    4    58239     4     1     T
    15785  0.5769900E+03  0.16450E+00    3    58293     4     1     T
    15817  0.5779900E+03  0.52741E-01    4    58394     4     1     T
    15841  0.5789900E+03  0.27531E+00    4    58450     4     1     T
    15865  0.5799900E+03  0.14593E+00    3    58503     4     1     T
    15888  0.5809900E+03  0.16450E+00    3    58551     4     1     T
    15911  0.5819900E+03  0.16450E+00    3    58598     4     1     T
    15934  0.5829900E+03  0.16450E+00    2    58644     4     1     T
    15957  0.5839900E+03  0.16450E+00    3    58693     4     1     T
    15980  0.5849900E+03  0.16450E+00    3    58742     4     1     T
    16003  0.5859900E+03  0.16450E+00    2    58788     4     1     T
    16026  0.5869900E+03  0.24675E+00    2    58837     4     1     T
    16030  0.5879900E+03  0.37125E+00    2    58848     4     1     T
    16096  0.5889900E+03  0.47112E-01    5    59120    -4     1     T
    16146  0.5899900E+03  0.96697E-01    4    59305     4     1     T
    16169  0.5909900E+03  0.16450E+00    2    59352     4     1     T
    16192  0.5919900E+03  0.16450E+00    3    59400     4     1     T
    16215  0.5929900E+03  0.16450E+00    2    59446     4     1     T
    16238  0.5939900E+03  0.16450E+00    2    59493     4     1     T
    16261  0.5949900E+03  0.16450E+00    3    59541     4     1     T
    16284  0.5959900E+03  0.16450E+00    2    59588     4     1     T
    16308  0.5969900E+03  0.14593E+00    2    59638     4     1     T
    16331  0.5979900E+03  0.16450E+00    3    59686     4     1     T
    16354  0.5989900E+03  0.16450E+00    2    59733     4     1     T
    16377  0.5999900E+03  0.16450E+00    3    59780     4     1     T
    16381  0.6009900E+03  0.37125E+00    3    59792     4     1     T
    16404  0.6019900E+03  0.16450E+00    2    59838     4     1     T
    16427  0.6029900E+03  0.16450E+00    2    59884     4     1     T
    16504  0.6039900E+03  0.47936E-01    5    60211    -4     1     T
    16538  0.6049900E+03  0.88416E-01    4    60319    -4     1     T
    16581  0.6059900E+03  0.89483E-01    2    60463     4     1     T
    16604  0.6069900E+03  0.16450E+00    2    60510     4     1     T
    16627  0.6079900E+03  0.16450E+00    2    60557     4     1     T
    17002  0.6089900E+03  0.45287E-02    4    62492    -4     1     T
    17176  0.6099900E+03  0.10958E-01    4    63266    -4     1     T
    17247  0.6109900E+03  0.22058E-01    4    63555    -4     1     T
    17301  0.6119900E+03  0.29269E-01    4    63756    -4     1     T
    17350  0.6129900E+03  0.38068E-01    4    63924    -4     1     T
    17398  0.6139900E+03  0.40944E-01    4    64099    -4     1     T
    17451  0.6149900E+03  0.31390E-01    5    64306    -4     1     T
    17487  0.6159900E+03  0.60677E-01    5    64419    -4     1     T
    17534  0.6169900E+03  0.73426E-01    4    64582    -4     1     T
    17568  0.6179900E+03  0.12265E+00    4    64687    -4     1     T
    17592  0.6189900E+03  0.12337E+00    5    64748    -4     1     T
    17615  0.6199900E+03  0.16450E+00    4    64803    -4     1     T
    17638  0.6209900E+03  0.16450E+00    5    64859    -4     1     T
    17667  0.6219900E+03  0.13870E+00    4    64941    -4     1     T
    17695  0.6229900E+03  0.29144E-01    2    65269     4     1     T
    17719  0.6239900E+03  0.12337E+00    4    65330     4     1     T
    17745  0.6249900E+03  0.88123E-01    4    65402     4     1     T
    17772  0.6259900E+03  0.84337E-01    4    65476     4     1     T
    17782  0.6269900E+03  0.11000E+00    4    65513     4     1     T
    17805  0.6279900E+03  0.28199E+00    4    65563     4     1     T
    17828  0.6289900E+03  0.16450E+00    3    65613     4     1     T
    17852  0.6299900E+03  0.12337E+00    4    65675     4     1     T
    17875  0.6309900E+03  0.16450E+00    3    65726     4     1     T
    17898  0.6319900E+03  0.24675E+00    4    65777     4     1     T
    17921  0.6329900E+03  0.16450E+00    3    65828     4     1     T
    17944  0.6339900E+03  0.16450E+00    2    65876     4     1     T
    17948  0.6349900E+03  0.37125E+00    4    65889     4     1     T
    17951  0.6359900E+03  0.49500E+00    5    65900     4     1     T
    17974  0.6369900E+03  0.16450E+00    2    65946     4     1     T
    17997  0.6379900E+03  0.16450E+00    2    65992     4     1     T
    18020  0.6389900E+03  0.16450E+00    3    66040     4     1     T
    18043  0.6399900E+03  0.16450E+00    2    66087     4     1     T
    18066  0.6409900E+03  0.16450E+00    2    66133     4     1     T
    18089  0.6419900E+03  0.16450E+00    2    66181     4     1     T
    18112  0.6429900E+03  0.16450E+00    2    66227     4     1     T
    18135  0.6439900E+03  0.16450E+00    2    66274     4     1     T
    18158  0.6449900E+03  0.16450E+00    2    66320     4     1     T
    18181  0.6459900E+03  0.16450E+00    2    66366     4     1     T
    18204  0.6469900E+03  0.16450E+00    2    66412     4     1     T
    18227  0.6479900E+03  0.16450E+00    2    66459     4     1     T
    18250  0.6489900E+03  0.16450E+00    2    66505     4     1     T
    18317  0.6499900E+03  0.41746E-01    4    66778    -4     1     T
    18336  0.6509900E+03  0.69129E-01    3    66853    -4     1     T
    18371  0.6519900E+03  0.11513E+00    4    67067     4     1     T
    18395  0.6529900E+03  0.12337E+00    4    67129     4     1     T
    18495  0.6539900E+03  0.20040E-01    5    67579    -4     1     T
    18637  0.6549900E+03  0.82100E-02    5    68251    -4     1     T
    18759  0.6559900E+03  0.84539E-02    5    68833    -4     1     T
    18884  0.6569900E+03  0.18635E-01    4    69356    -4     1     T
    18923  0.6579900E+03  0.70163E-01    4    69489    -4     1     T
    18935  0.6589900E+03  0.90350E-01    3    69533    -4     1     T
    18958  0.6599900E+03  0.16450E+00    4    69587    -4     1     T
    18964  0.6609900E+03  0.19800E+00    4    69610    -4     1     T
    18987  0.6619900E+03  0.16450E+00    2    69656    -4     1     T
    19010  0.6629900E+03  0.16450E+00    2    69703    -4     1     T
    19033  0.6639900E+03  0.16450E+00    2    69750    -4     1     T
    19056  0.6649900E+03  0.16450E+00    2    69796    -4     1     T
    19079  0.6659900E+03  0.16450E+00    3    69846    -4     1     T
    19102  0.6669900E+03  0.16450E+00    3    69899    -4     1     T
    19125  0.6679900E+03  0.16450E+00    3    69950    -4     1     T
    19148  0.6689900E+03  0.16450E+00    3    69999    -4     1     T
    19175  0.6699900E+03  0.81725E-01    5    70081    -4     1     T
    19204  0.6709900E+03  0.11130E+00    4    70169    -4     1     T
    19227  0.6719900E+03  0.16450E+00    3    70220    -4     1     T
    19250  0.6729900E+03  0.16450E+00    4    70273    -4     1     T
    19302  0.6739900E+03  0.49294E-01    4    70466    -4     1     T
    19330  0.6749900E+03  0.11674E+00    4    70545    -4     1     T
    19404  0.6759900E+03  0.31555E-01    4    70826    -4     1     T
    19430  0.6769900E+03  0.58084E-01    3    70929    -4     1     T
    19475  0.6779900E+03  0.66223E-01    4    71081    -4     1     T
    19527  0.6789900E+03  0.40592E-01    3    71268    -4     1     T
    19559  0.6799900E+03  0.97603E-01    4    71366    -4     1     T
    19593  0.6809900E+03  0.69709E-01    3    71469    -4     1     T
    19617  0.6819900E+03  0.12337E+00    3    71529    -4     1     T
    19624  0.6829900E+03  0.28286E+00    4    71557    -4     1     T
    19654  0.6839900E+03  0.13444E+00    4    71650    -4     1     T
    19677  0.6849900E+03  0.16450E+00    3    71702    -4     1     T
    19716  0.6859900E+03  0.12412E+00    4    71835    -4     1     T
    19767  0.6869900E+03  0.53091E-01    4    72013    -4     1     T
    19798  0.6879900E+03  0.95290E-01    4    72105    -4     1     T
    19826  0.6889900E+03  0.86359E-01    4    72184    -4     1     T
    19853  0.6899900E+03  0.12233E+00    4    72261    -4     1     T
    19877  0.6909900E+03  0.12337E+00    4    72321    -4     1     T
    19885  0.6919900E+03  0.14143E+00    4    72351    -4     1     T
    19909  0.6929900E+03  0.12337E+00    4    72408    -4     1     T
    19916  0.6939900E+03  0.21214E+00    4    72434    -4     1     T
    19939  0.6949900E+03  0.16450E+00    2    72480    -4     1     T
    19962  0.6959900E+03  0.16450E+00    4    72528    -4     1     T
    19985  0.6969900E+03  0.16450E+00    2    72574    -4     1     T
    20015  0.6979900E+03  0.85446E-01    4    72661    -4     1     T
    20039  0.6989900E+03  0.17162E+00    3    72722    -4     1     T
    20068  0.6999900E+03  0.91337E-01    2    72805    -4     1     T
    20094  0.7009900E+03  0.12590E+00    3    72870    -4     1     T
    20100  0.7019900E+03  0.19800E+00    4    72893    -4     1     T
    20123  0.7029900E+03  0.16450E+00    3    72940    -4     1     T
    20146  0.7039900E+03  0.16450E+00    2    72986    -4     1     T
    20169  0.7049900E+03  0.16450E+00    3    73033    -4     1     T
    20192  0.7059900E+03  0.16450E+00    2    73080    -4     1     T
    20215  0.7069900E+03  0.16450E+00    2    73129    -4     1     T
    20238  0.7079900E+03  0.16450E+00    2    73176    -4     1     T
    20261  0.7089900E+03  0.16450E+00    2    73222    -4     1     T
    20310  0.7099900E+03  0.53750E-01    4    73393    -4     1     T
    20350  0.7109900E+03  0.56254E-01    4    73523    -4     1     T
    20389  0.7119900E+03  0.53245E-01    3    73649    -4     1     T
    20407  0.7129900E+03  0.10727E+00    4    73719    -4     1     T
    20437  0.7139900E+03  0.11394E+00    3    73810    -4     1     T
    20463  0.7149900E+03  0.11733E+00    3    73881    -4     1     T
    20486  0.7159900E+03  0.16450E+00    3    73931    -4     1     T
    20511  0.7169900E+03  0.12313E+00    2    73989    -4     1     T
    20536  0.7179900E+03  0.12320E+00    2    74046    -4     1     T
    20559  0.7189900E+03  0.16450E+00    2    74093    -4     1     T
    20611  0.7199900E+03  0.51619E-01    3    74274    -4     1     T
    20645  0.7209900E+03  0.10485E+00    4    74376    -4     1     T
    20668  0.7219900E+03  0.24675E+00    4    74426    -4     1     T
    20673  0.7229900E+03  0.24750E+00    4    74446    -4     1     T
    20697  0.7239900E+03  0.24640E+00    4    74501    -4     1     T
    20767  0.7249900E+03  0.36141E-01    3    74759    -4     1     T
    20809  0.7259900E+03  0.82919E-01    2    74896    -4     1     T
    20832  0.7269900E+03  0.24675E+00    8    74954    -4     1     T
    20855  0.7279900E+03  0.16450E+00    4    75007    -4     1     T
    20878  0.7289900E+03  0.16450E+00    2    75053    -4     1     T
    20901  0.7299900E+03  0.16450E+00    2    75099    -4     1     T
    20902  0.7300000E+03  0.10000E-01    2    75101    -4     1     T
    20906  0.7309900E+03  0.24750E+00    2    75113    -4     1     T
    20929  0.7319900E+03  0.16450E+00    2    75160    -4     1     T
    20952  0.7329900E+03  0.16450E+00    2    75206    -4     1     T
    20975  0.7339900E+03  0.16450E+00    2    75252    -4     1     T
    20998  0.7349900E+03  0.16450E+00    2    75299    -4     1     T
    21002  0.7359900E+03  0.37125E+00    2    75307    -4     1     T
    21025  0.7369900E+03  0.16450E+00    2    75353    -4     1     T
    21056  0.7379900E+03  0.79200E-01    4    75444    -4     1     T
    21081  0.7389900E+03  0.12259E+00    2    75510    -4     1     T
    21104  0.7399900E+03  0.16450E+00    2    75556    -4     1     T
    21139  0.7409900E+03  0.82856E-01    2    75668    -4     1     T
    21163  0.7419900E+03  0.24640E+00    4    75722    -4     1     T
    21196  0.7429900E+03  0.68022E-01    3    75820    -4     1     T
    21224  0.7439900E+03  0.20354E+00    4    75900    -4     1     T
    21230  0.7449900E+03  0.19800E+00    2    75918    -4     1     T
    21253  0.7459900E+03  0.16450E+00    2    75964    -4     1     T
    21258  0.7469900E+03  0.24750E+00    2    75976    -4     1     T
    21261  0.7479900E+03  0.49500E+00    4    75987    -4     1     T
    21264  0.7489900E+03  0.49500E+00    4    75997    -4     1     T
    21287  0.7499900E+03  0.16450E+00    3    76044    -4     1     T
    21292  0.7509900E+03  0.24750E+00    2    76058    -4     1     T
    21315  0.7519900E+03  0.16450E+00    2    76105    -4     1     T
    21338  0.7529900E+03  0.16450E+00    2    76152    -4     1     T
    21361  0.7539900E+03  0.16450E+00    2    76199    -4     1     T
    21384  0.7549900E+03  0.16450E+00    2    76246    -4     1     T
    21389  0.7559900E+03  0.24750E+00    4    76262    -4     1     T
    21430  0.7569900E+03  0.77872E-01    6    76399    -4     1     T
    21456  0.7579900E+03  0.16611E+00    4    76466    -4     1     T
    21479  0.7589900E+03  0.28199E+00    4    76520    -4     1     T
    21536  0.7599900E+03  0.57462E-01    4    76726    -4     1     T
    21571  0.7609900E+03  0.88554E-01    3    76841    -4     1     T
    21621  0.7619900E+03  0.54846E-01    4    77015    -4     1     T
    21658  0.7629900E+03  0.12950E+00    4    77134    -4     1     T
    21682  0.7639900E+03  0.16523E+00    4    77192    -4     1     T
    21688  0.7649900E+03  0.19800E+00    4    77215    -4     1     T
    21693  0.7659900E+03  0.24750E+00    4    77233    -4     1     T
    21716  0.7669900E+03  0.16450E+00    2    77279    -4     1     T
    21739  0.7679900E+03  0.16450E+00    2    77325    -4     1     T
    21762  0.7689900E+03  0.16450E+00    2    77371    -4     1     T
    21785  0.7699900E+03  0.16450E+00    2    77418    -4     1     T
    21808  0.7709900E+03  0.24675E+00    3    77467    -4     1     T
    21831  0.7719900E+03  0.16450E+00    2    77515    -4     1     T
    21854  0.7729900E+03  0.16450E+00    3    77562    -4     1     T
    21877  0.7739900E+03  0.16450E+00    2    77608    -4     1     T
    21900  0.7749900E+03  0.16450E+00    3    77655    -4     1     T
    21933  0.7759900E+03  0.72410E-01    3    77755    -4     1     T
    21944  0.7769900E+03  0.12047E+00    3    77797    -4     1     T
    21969  0.7779900E+03  0.14080E+00    4    77865    -4     1     T
    21992  0.7789900E+03  0.24675E+00    4    77925    -4     1     T
    22015  0.7799900E+03  0.16450E+00    2    77972    -4     1     T
    22056  0.7809900E+03  0.85960E-01    4    78106    -4     1     T
    22124  0.7819900E+03  0.39837E-01    4    78356    -4     1     T
    22165  0.7829900E+03  0.97581E-01    4    78495    -4     1     T
    22192  0.7839900E+03  0.12233E+00    4    78571    -4     1     T
    22215  0.7849900E+03  0.16450E+00    4    78624    -4     1     T
    22221  0.7859900E+03  0.19800E+00    3    78645    -4     1     T
    22244  0.7869900E+03  0.16450E+00    2    78691    -4     1     T
    22267  0.7879900E+03  0.16450E+00    2    78737    -4     1     T
    22290  0.7889900E+03  0.16450E+00    2    78783    -4     1     T
    22294  0.7899900E+03  0.37125E+00    3    78795    -4     1     T
    22317  0.7909900E+03  0.16450E+00    2    78841    -4     1     T
    22340  0.7919900E+03  0.16450E+00    2    78887    -4     1     T
    22363  0.7929900E+03  0.16450E+00    2    78934    -4     1     T
    22386  0.7939900E+03  0.16450E+00    2    78982    -4     1     T
    22410  0.7949900E+03  0.15531E+00    2    79033    -4     1     T
    22433  0.7959900E+03  0.16450E+00    2    79079    -4     1     T
    22438  0.7969900E+03  0.24750E+00    3    79099    -4     1     T
    22463  0.7979900E+03  0.14570E+00    2    79154    -4     1     T
    22499  0.7989900E+03  0.67059E-01    2    79265    -4     1     T
    22526  0.7999900E+03  0.11716E+00    3    79334    -4     1     T
    22549  0.8009900E+03  0.16450E+00    2    79381    -4     1     T
    22572  0.8019900E+03  0.16450E+00    2    79429    -4     1     T
    22595  0.8029900E+03  0.16450E+00    2    79476    -4     1     T
    22620  0.8039900E+03  0.17074E+00    4    79536    -4     1     T
    22644  0.8049900E+03  0.16426E+00    2    79587    -4     1     T
    22667  0.8059900E+03  0.16450E+00    2    79634    -4     1     T
    22690  0.8069900E+03  0.16450E+00    2    79681    -4     1     T
    22695  0.8079900E+03  0.24750E+00    2    79694    -4     1     T
    22698  0.8089900E+03  0.49500E+00    5    79706    -4     1     T
    22721  0.8099900E+03  0.16450E+00    2    79752    -4     1     T
    22726  0.8109900E+03  0.24750E+00    3    79770    -4     1     T
    22749  0.8119900E+03  0.16450E+00    2    79816    -4     1     T
    22772  0.8129900E+03  0.16450E+00    2    79862    -4     1     T
    22795  0.8139900E+03  0.16450E+00    3    79909    -4     1     T
    22818  0.8149900E+03  0.16450E+00    2    79959    -4     1     T
    22841  0.8159900E+03  0.16450E+00    2    80007    -4     1     T
    22865  0.8169900E+03  0.16426E+00    5    80066    -4     1     T
    22892  0.8179900E+03  0.15221E+00    3    80141    -4     1     T
    22915  0.8189900E+03  0.16450E+00    2    80187    -4     1     T
    22974  0.8199900E+03  0.40148E-01    3    80403    -4     1     T
    23006  0.8209900E+03  0.12170E+00    4    80502    -4     1     T
    23029  0.8219900E+03  0.16450E+00    6    80554    -4     1     T
    23056  0.8229900E+03  0.58749E-01    6    80643    -4     1     T
    23104  0.8239900E+03  0.25373E-01    2    81013     4     1     T
    23131  0.8249900E+03  0.16060E+00    5    81088     4     1     T
    23156  0.8259900E+03  0.10575E+00    4    81153     4     1     T
    23164  0.8269900E+03  0.14143E+00    4    81183     4     1     T
    23209  0.8279900E+03  0.70628E-01    4    81353    -4     1     T
    23245  0.8289900E+03  0.10151E+00    3    81469     4     1     T
    23268  0.8299900E+03  0.24675E+00    4    81522     4     1     T
    23273  0.8309900E+03  0.24750E+00    4    81542     4     1     T
    23277  0.8319900E+03  0.33000E+00    6    81560     4     1     T
    23300  0.8329900E+03  0.16450E+00    2    81607     4     1     T
    23323  0.8339900E+03  0.16450E+00    2    81653     4     1     T
    23327  0.8349900E+03  0.37125E+00    5    81668     4     1     T
    23350  0.8359900E+03  0.16450E+00    3    81717     4     1     T
    23503  0.8369900E+03  0.20994E-01    7    82493    -4     1     T
    23576  0.8379900E+03  0.31911E-01    4    82787    -4     1     T
    23600  0.8389900E+03  0.56661E-01    6    82894    -4     1     T
    23646  0.8399900E+03  0.68062E-01    9    83251     4     1     T
    23671  0.8409900E+03  0.10945E+00    4    83316     4     1     T
    23700  0.8419900E+03  0.65380E-01    4    83403     4     1     T
    23712  0.8429900E+03  0.90350E-01    4    83450     4     1     T
    23735  0.8439900E+03  0.16450E+00    2    83497     4     1     T
    23758  0.8449900E+03  0.16450E+00    2    83544     4     1     T
    23781  0.8459900E+03  0.16450E+00    2    83590     4     1     T
    23883  0.8469900E+03  0.19359E-01    5    84032    -4     1     T
    23938  0.8479900E+03  0.50849E-01    3    84342     4     1     T
    23949  0.8489900E+03  0.15428E+00    4    84382     4     1     T
    23976  0.8499900E+03  0.10013E+00    2    84452     4     1     T
    23999  0.8509900E+03  0.16450E+00    4    84506     4     1     T
    24022  0.8519900E+03  0.16450E+00    4    84559     4     1     T
    24045  0.8529900E+03  0.24675E+00    4    84613     4     1     T
    24069  0.8539900E+03  0.15531E+00    4    84667     4     1     T
    24074  0.8549900E+03  0.24750E+00    4    84684     4     1     T
    24097  0.8559900E+03  0.16450E+00    3    84737     4     1     T
    24121  0.8569900E+03  0.12337E+00    3    84793     4     1     T
    24144  0.8579900E+03  0.16450E+00    4    84846     4     1     T
    24149  0.8589900E+03  0.24750E+00    4    84865     4     1     T
    24172  0.8599900E+03  0.16450E+00    3    84914     4     1     T
    24195  0.8609900E+03  0.16450E+00    3    84964     4     1     T
    24200  0.8619900E+03  0.24750E+00    3    84980     4     1     T
    24204  0.8629900E+03  0.33000E+00    3    84995     4     1     T
    24585  0.8639900E+03  0.45560E-02    5    86982    -4     1     T
    24773  0.8649900E+03  0.16025E-01    5    87824    -4     1     T
    24822  0.8659900E+03  0.97101E-01    5    87998    -4     1     T
    24850  0.8669900E+03  0.15682E+00    4    88075    -4     1     T
    24884  0.8679900E+03  0.85546E-01    4    88186    -4     1     T
    24894  0.8689900E+03  0.11000E+00    3    88225    -4     1     T
    24919  0.8699900E+03  0.10575E+00    5    88292    -4     1     T
    24945  0.8709900E+03  0.88123E-01    5    88370    -4     1     T
    24997  0.8719900E+03  0.88627E-01    3    88745     4     1     T
    25027  0.8729900E+03  0.62976E-01    4    88835     4     1     T
    25064  0.8739900E+03  0.40778E-01    4    88957     4     1     T
    25093  0.8749900E+03  0.68663E-01    4    89045     4     1     T
    25121  0.8759900E+03  0.78456E-01    5    89127     4     1     T
    25129  0.8769900E+03  0.19800E+00    4    89155     4     1     T
    25287  0.8779900E+03  0.10425E-01    5    89948    -4     1     T
    25347  0.8789900E+03  0.31342E-01    5    90195    -4     1     T
    25386  0.8799900E+03  0.44348E-01    4    90540     4     1     T
    25401  0.8809900E+03  0.10050E+00    3    90595     4     1     T
    25493  0.8819900E+03  0.24777E-01    4    90989    -4     1     T
    25538  0.8829900E+03  0.45203E-01    4    91276     4     1     T
    25552  0.8839900E+03  0.11529E+00    2    91324     4     1     T
    25575  0.8849900E+03  0.16450E+00    3    91373     4     1     T
    25598  0.8859900E+03  0.16450E+00    3    91425     4     1     T
    25621  0.8869900E+03  0.16450E+00    2    91472     4     1     T
    25645  0.8879900E+03  0.15255E+00    3    91524     4     1     T
    25668  0.8889900E+03  0.16450E+00    2    91572     4     1     T
    25673  0.8899900E+03  0.24750E+00    4    91590     4     1     T
    25677  0.8909900E+03  0.33000E+00    6    91607     4     1     T
    25700  0.8919900E+03  0.16450E+00    2    91653     4     1     T
    25723  0.8929900E+03  0.16450E+00    2    91700     4     1     T
    25746  0.8939900E+03  0.16450E+00    2    91746     4     1     T
    25851  0.8949900E+03  0.19461E-01    4    92203    -4     1     T
    25911  0.8959900E+03  0.46141E-01    3    92530     4     1     T
    26058  0.8969900E+03  0.10920E-01    5    93222    -4     1     T
    26160  0.8979900E+03  0.11026E-01    6    93679    -4     1     T
    26300  0.8989900E+03  0.72603E-02    5    94369    -4     1     T
    26475  0.8999900E+03  0.12703E-01    4    95122    -4     1     T
    26516  0.9009900E+03  0.47401E-01    4    95265    -4     1     T
    26530  0.9019900E+03  0.82161E-01    5    95324    -4     1     T
    26561  0.9029900E+03  0.64325E-01    5    95433    -4     1     T
    26599  0.9039900E+03  0.10573E+00    5    95566     4     1     T
    26632  0.9049900E+03  0.53256E-01    4    95669     4     1     T
    26669  0.9059900E+03  0.38960E-01    3    95790     4     1     T
    26836  0.9069900E+03  0.10743E-01    4    96623    -4     1     T
    26892  0.9079900E+03  0.29001E-01    6    96873    -4     1     T
    26930  0.9089900E+03  0.81506E-01    4    97007     4     1     T
    26941  0.9099900E+03  0.99000E-01    4    97050     4     1     T
    26964  0.9109900E+03  0.28199E+00    4    97102     4     1     T
    26987  0.9119900E+03  0.16450E+00    3    97151     4     1     T
    27010  0.9129900E+03  0.16450E+00    4    97201     4     1     T
    27262  0.9139900E+03  0.63857E-02    4    98549    -4     1     T
    27354  0.9149900E+03  0.20566E-01    4    98948    -4     1     T
    27400  0.9159900E+03  0.31897E-01    2    99339     4     1     T
    27502  0.9169900E+03  0.38903E-01    4    99777    -4     1     T
    27589  0.9179900E+03  0.17140E-01    6   100144    -4     1     T
    27704  0.9189900E+03  0.16361E-01    4   100622    -4     1     T
    27760  0.9199900E+03  0.31166E-01    4   100836    -4     1     T
    27797  0.9209900E+03  0.57281E-01    5   100963    -4     1     T
    27828  0.9219900E+03  0.95749E-01    5   101059    -4     1     T
    27880  0.9229900E+03  0.61675E-01    4   101459     4     1     T
    27907  0.9239900E+03  0.83202E-01    4   101534     4     1     T
    27932  0.9249900E+03  0.12609E+00    4   101601     4     1     T
    28624  0.9259900E+03  0.23646E-02    5   105173    -4     1     T
    28798  0.9269900E+03  0.14559E-01    4   105868    -4     1     T
    28859  0.9279900E+03  0.28951E-01    4   106094    -4     1     T
    28896  0.9289900E+03  0.46389E-01    4   106213    -4     1     T
    28926  0.9299900E+03  0.68552E-01    4   106307    -4     1     T
    28938  0.9309900E+03  0.90350E-01    3   106356    -4     1     T
    28963  0.9319900E+03  0.12096E+00    4   106419    -4     1     T
    28990  0.9329900E+03  0.87998E-01    5   106495    -4     1     T
    29019  0.9339900E+03  0.63844E-01    6   106592    -4     1     T
    29048  0.9349900E+03  0.66916E-01    5   106691    -4     1     T
    29100  0.9359900E+03  0.41897E-01    3   107344     4     1     T
